Index,STO,STODateTime,Airline,FlightNum,Departure,Arrival,Data,FirstPax,BizPax,EconPax
"627","20:45","2020-11-11T20:45:00","YU","748","OTF","UZR","Indigo","7","17","90"
"628","20:46","2020-11-11T20:46:00","NA","741","BGB","DXS","Green","5","22","145"
"629","20:47","2020-11-11T20:47:00","FU","319","ENE","DVS","Blue","3","18","49"
"630","20:48","2020-11-11T20:48:00","BJ","221","JFI","HYO","Green","7","22","12"
"631","20:49","2020-11-11T20:49:00","BM","744","GHC","RZZ","Indigo","5","12","66"
"632","20:50","2020-11-11T20:50:00","SP","631","UEJ","IZA","Blue","6","8","54"
"633","20:51","2020-11-11T20:51:00","KP","769","REI","HLD","Blue","0","12","99"
"634","20:52","2020-11-11T20:52:00","JB","316","BJM","WWP","Blue","2","18","82"
"635","20:53","2020-11-11T20:53:00","OO","163","BRB","XAS","Red","1","7","153"
"636","20:54","2020-11-11T20:54:00","JF","826","PXR","HQA","Orange","5","23","81"
"637","20:55","2020-11-11T20:55:00","HM","434","UXO","YTU","Blue","2","2","189"
"638","20:56","2020-11-11T20:56:00","YP","505","QAD","TOC","Green","7","0","148"
"639","20:57","2020-11-11T20:57:00","PL","724","OHJ","CGT","Yellow","4","23","25"
"640","20:58","2020-11-11T20:58:00","PK","149","OMO","MXS","Blue","1","9","46"
"641","20:59","2020-11-11T20:59:00","PF","801","EUL","TDZ","Yellow","7","5","78"
"642","21:00","2020-11-11T21:00:00","ZA","695","FDX","SWN","Yellow","3","13","33"
"643","21:01","2020-11-11T21:01:00","KO","793","XTQ","EBT","Indigo","2","14","122"
"644","21:02","2020-11-11T21:02:00","DE","894","QXC","JBO","Yellow","1","12","109"
"645","21:03","2020-11-11T21:03:00","GQ","392","BWK","QQB","Orange","2","1","137"
"646","21:04","2020-11-11T21:04:00","IB","380","GEJ","PMT","Green","7","23","81"
"647","21:05","2020-11-11T21:05:00","KE","181","WBS","KEK","Green","5","17","186"
"648","21:06","2020-11-11T21:06:00","ZY","117","CYS","OFT","Orange","5","7","59"
"649","21:07","2020-11-11T21:07:00","UX","161","MCM","DLZ","Yellow","4","4","27"
"650","21:08","2020-11-11T21:08:00","PR","541","YNQ","NEJ","Green","3","16","113"
"651","21:09","2020-11-11T21:09:00","EJ","284","QXJ","OTX","Yellow","0","23","85"
"652","21:10","2020-11-11T21:10:00","FO","526","ZNN","XVD","Indigo","5","20","147"
"653","21:11","2020-11-11T21:11:00","BU","212","KGP","UMI","Blue","1","9","104"
"654","21:12","2020-11-11T21:12:00","DQ","412","REL","ABL","Indigo","5","9","29"
"655","21:13","2020-11-11T21:13:00","ZT","723","AMP","UCI","Blue","4","11","47"
"656","21:14","2020-11-11T21:14:00","MD","869","XUI","QYJ","Orange","3","11","138"
"657","21:15","2020-11-11T21:15:00","EV","667","QVM","ACQ","Red","5","7","60"
"658","21:16","2020-11-11T21:16:00","QO","449","VXU","FXZ","Indigo","0","13","30"
"659","21:17","2020-11-11T21:17:00","IT","264","PNJ","OTK","Indigo","3","16","171"
"660","21:18","2020-11-11T21:18:00","CL","230","WCG","PMR","Red","4","13","66"
"661","21:19","2020-11-11T21:19:00","QG","750","FYP","CRE","Orange","7","0","98"
"662","21:20","2020-11-11T21:20:00","JS","567","GPA","EAR","Blue","6","2","150"
"663","21:21","2020-11-11T21:21:00","WY","648","QSR","CES","Orange","7","4","5"
"664","21:22","2020-11-11T21:22:00","UP","276","YEH","VOX","Indigo","7","11","88"
"665","21:23","2020-11-11T21:23:00","MJ","374","ZMB","CDT","Orange","7","13","109"
"666","21:24","2020-11-11T21:24:00","EY","381","QKR","BOF","Green","6","18","110"
"667","21:25","2020-11-11T21:25:00","MG","271","YBU","EFF","Blue","6","18","153"
"668","21:26","2020-11-11T21:26:00","WB","801","BKF","KPC","Indigo","1","6","86"
"669","21:27","2020-11-11T21:27:00","FK","821","GUO","GXP","Indigo","7","19","22"
"670","21:28","2020-11-11T21:28:00","FI","379","ZFN","YQV","Indigo","5","4","32"
"671","21:29","2020-11-11T21:29:00","OI","889","JIZ","SPO","Blue","2","23","178"
"672","21:30","2020-11-11T21:30:00","GM","812","HFY","HHA","Red","1","2","134"
"673","21:31","2020-11-11T21:31:00","SI","771","KKF","CPA","Indigo","7","5","95"
"674","21:32","2020-11-11T21:32:00","YB","516","QOA","AHG","Yellow","5","13","144"
"675","21:33","2020-11-11T21:33:00","TX","804","NGT","HQH","Yellow","6","3","72"
"676","21:34","2020-11-11T21:34:00","CW","361","GNY","BSZ","Orange","6","9","96"
"677","21:35","2020-11-11T21:35:00","FC","450","LVC","WQM","Orange","5","11","126"
"678","21:36","2020-11-11T21:36:00","EY","793","QRT","MEX","Red","7","0","177"
"679","21:37","2020-11-11T21:37:00","TM","131","TSC","DTN","Orange","1","21","105"
"680","21:38","2020-11-11T21:38:00","QH","681","QRP","UWU","Red","6","8","99"
"681","21:39","2020-11-11T21:39:00","AY","367","IXM","KXJ","Yellow","4","17","93"
"682","21:40","2020-11-11T21:40:00","QI","825","RTR","UDD","Orange","3","6","92"
"683","21:41","2020-11-11T21:41:00","IF","152","ZIE","KEC","Orange","3","5","50"
"684","21:42","2020-11-11T21:42:00","SL","615","HWC","YEZ","Yellow","7","2","73"
"685","21:43","2020-11-11T21:43:00","EO","422","XTX","BLD","Orange","6","8","11"
"686","21:44","2020-11-11T21:44:00","LH","349","NDM","MMZ","Orange","3","20","59"
"687","21:45","2020-11-11T21:45:00","II","343","JUC","XYA","Indigo","6","5","90"
"688","21:46","2020-11-11T21:46:00","NE","766","OGU","YVR","Green","6","11","60"
"689","21:47","2020-11-11T21:47:00","MQ","830","FGY","BKO","Blue","1","19","81"
"690","21:48","2020-11-11T21:48:00","TL","186","LLN","IQY","Orange","5","10","10"
"691","21:49","2020-11-11T21:49:00","RW","496","QRL","XLQ","Orange","0","19","109"
"692","21:50","2020-11-11T21:50:00","WD","148","ZLS","UVB","Yellow","5","6","35"
"693","21:51","2020-11-11T21:51:00","ID","635","NIH","VFG","Orange","7","22","8"
"694","21:52","2020-11-11T21:52:00","SW","883","CFB","QWR","Orange","4","24","164"
"695","21:53","2020-11-11T21:53:00","YQ","276","QKU","KMC","Blue","6","2","176"
"696","21:54","2020-11-11T21:54:00","TZ","396","PYD","BKA","Indigo","6","23","53"
"697","21:55","2020-11-11T21:55:00","QP","346","QZC","OMI","Orange","7","15","150"
"698","21:56","2020-11-11T21:56:00","DN","543","PCF","AHH","Blue","4","2","41"
"699","21:57","2020-11-11T21:57:00","LX","474","YSJ","RCD","Blue","1","11","152"
"700","21:58","2020-11-11T21:58:00","SO","469","LUJ","YEA","Green","6","10","155"
"701","21:59","2020-11-11T21:59:00","RY","107","IYU","OTQ","Green","7","9","84"
"702","22:00","2020-11-11T22:00:00","QZ","640","ZTJ","DHN","Yellow","6","21","166"
"703","22:01","2020-11-11T22:01:00","DD","143","LJQ","NXS","Blue","0","19","162"
"704","22:02","2020-11-11T22:02:00","JX","139","BXM","AJT","Indigo","3","0","154"
"705","22:03","2020-11-11T22:03:00","MH","525","DMF","MBR","Yellow","5","4","52"
"706","22:04","2020-11-11T22:04:00","JW","532","XGO","FWZ","Orange","1","10","105"
"707","22:05","2020-11-11T22:05:00","JV","518","JEO","LOE","Orange","2","13","48"
"708","22:06","2020-11-11T22:06:00","XI","740","SMJ","XQC","Red","6","21","141"
"709","22:07","2020-11-11T22:07:00","XU","850","MAH","SXW","Green","4","7","48"
"710","22:08","2020-11-11T22:08:00","DS","676","FQE","JZR","Indigo","0","7","140"
"711","22:09","2020-11-11T22:09:00","XN","839","GRS","NKQ","Green","4","16","39"
"712","22:10","2020-11-11T22:10:00","CV","372","BRG","KGF","Red","7","21","99"
"713","22:11","2020-11-11T22:11:00","QN","708","GXW","FHK","Orange","7","14","186"
"714","22:12","2020-11-11T22:12:00","VU","777","MCC","NLC","Green","5","15","40"
"715","22:13","2020-11-11T22:13:00","UX","504","RJA","JDB","Red","5","9","137"
"716","22:14","2020-11-11T22:14:00","TM","829","RQJ","LRL","Green","3","18","14"
"717","22:15","2020-11-11T22:15:00","UI","176","OZD","QSB","Orange","6","18","153"
"718","22:16","2020-11-11T22:16:00","ZF","767","TUF","CJJ","Red","4","10","163"
"719","22:17","2020-11-11T22:17:00","HD","525","JHD","YHF","Red","0","12","1"
"720","22:18","2020-11-11T22:18:00","NT","111","SED","YVJ","Orange","6","17","149"
"721","22:19","2020-11-11T22:19:00","EQ","672","LHP","DDV","Yellow","1","17","1"
"722","22:20","2020-11-11T22:20:00","RU","511","UEU","GUR","Yellow","2","16","166"
"723","22:21","2020-11-11T22:21:00","KM","114","YXR","RNY","Orange","4","18","145"
"724","22:22","2020-11-11T22:22:00","MJ","802","SGV","AEL","Red","2","14","13"
"725","22:23","2020-11-11T22:23:00","BL","893","NHJ","UKE","Blue","0","22","110"
"726","22:24","2020-11-11T22:24:00","MA","494","TNY","AKI","Indigo","7","23","16"
"727","22:25","2020-11-11T22:25:00","NQ","662","YIR","IVQ","Orange","4","9","188"
"728","22:26","2020-11-11T22:26:00","FY","386","HRT","VRJ","Indigo","5","17","121"
"729","22:27","2020-11-11T22:27:00","KO","631","TNB","OFW","Red","5","6","64"
"730","22:28","2020-11-11T22:28:00","KO","690","WUZ","JNS","Red","0","0","42"
"731","22:29","2020-11-11T22:29:00","DD","427","ERA","GSH","Blue","1","21","136"
"732","22:30","2020-11-11T22:30:00","LV","719","JUR","BII","Orange","7","11","40"
"733","22:31","2020-11-11T22:31:00","SJ","203","RMQ","SHY","Yellow","6","17","92"
"734","22:32","2020-11-11T22:32:00","RZ","615","DUO","ABN","Green","5","9","52"
"735","22:33","2020-11-11T22:33:00","KZ","803","UWM","RLI","Indigo","4","15","52"
"736","22:34","2020-11-11T22:34:00","OD","430","NKZ","RIZ","Red","5","5","92"
"737","22:35","2020-11-11T22:35:00","JL","224","EVK","HFF","Blue","3","2","108"
"738","22:36","2020-11-11T22:36:00","IA","129","JCC","NNZ","Indigo","5","0","25"
"739","22:37","2020-11-11T22:37:00","US","871","KYE","PJC","Orange","2","3","14"
"740","22:38","2020-11-11T22:38:00","EI","146","IKZ","KVQ","Green","2","15","181"
"741","22:39","2020-11-11T22:39:00","QS","883","JPN","ERQ","Green","2","20","152"
"742","22:40","2020-11-11T22:40:00","GN","250","GUT","GAX","Orange","3","16","91"
"743","22:41","2020-11-11T22:41:00","QP","352","DBR","UZO","Indigo","3","17","123"
"744","22:42","2020-11-11T22:42:00","UY","409","OSU","NPT","Indigo","5","9","167"
"745","22:43","2020-11-11T22:43:00","NJ","853","SNN","SCW","Green","2","12","101"
"746","22:44","2020-11-11T22:44:00","OA","758","RQU","NDY","Orange","5","9","86"
"747","22:45","2020-11-11T22:45:00","QD","812","XSR","TEE","Yellow","0","21","65"
"748","22:46","2020-11-11T22:46:00","WZ","541","YJA","BEG","Green","6","1","42"
"749","22:47","2020-11-11T22:47:00","WW","704","PCI","IBX","Green","1","23","162"
"750","22:48","2020-11-11T22:48:00","RT","385","KPU","VIX","Green","4","0","173"
"751","22:49","2020-11-11T22:49:00","QH","314","KPD","VNV","Indigo","3","14","60"
"752","22:50","2020-11-11T22:50:00","SN","314","ZKI","ZNI","Orange","6","20","177"
"753","22:51","2020-11-11T22:51:00","ZG","830","YIE","OES","Red","6","12","187"
"754","22:52","2020-11-11T22:52:00","CC","381","WVY","VHB","Orange","0","23","23"
"755","22:53","2020-11-11T22:53:00","FB","419","HZL","ORD","Green","4","22","104"
"756","22:54","2020-11-11T22:54:00","GA","203","AML","MKG","Indigo","1","11","92"
"757","22:55","2020-11-11T22:55:00","XA","628","YYW","ZFY","Yellow","6","10","12"
"758","22:56","2020-11-11T22:56:00","JX","353","YNT","YHS","Blue","1","0","161"
"759","22:57","2020-11-11T22:57:00","PL","664","ZEG","VMO","Green","0","5","128"
"760","22:58","2020-11-11T22:58:00","SX","370","HNI","QKC","Green","0","7","68"
"761","22:59","2020-11-11T22:59:00","KN","254","FFN","XBH","Green","4","24","57"
"762","23:00","2020-11-11T23:00:00","OP","557","VJH","TVB","Red","7","10","48"
"763","23:01","2020-11-11T23:01:00","UK","454","MWP","RVV","Orange","2","8","66"
"764","23:02","2020-11-11T23:02:00","MI","582","LJV","HGU","Red","6","6","42"
"765","23:03","2020-11-11T23:03:00","UO","525","JMG","UYS","Yellow","5","19","131"
"766","23:04","2020-11-11T23:04:00","XI","480","SHH","MAV","Yellow","1","15","128"
"767","23:05","2020-11-11T23:05:00","DD","119","AJP","GQV","Red","2","12","149"
"768","23:06","2020-11-11T23:06:00","BO","415","UWZ","QRY","Indigo","6","1","139"
"769","23:07","2020-11-11T23:07:00","OT","275","ZEH","TVC","Blue","7","17","17"
"770","23:08","2020-11-11T23:08:00","AO","144","CFE","GNF","Indigo","4","0","105"
"771","23:09","2020-11-11T23:09:00","GZ","113","FDG","YQB","Yellow","3","20","176"
"772","23:10","2020-11-11T23:10:00","ZT","873","YXM","BTY","Red","4","20","142"
"773","23:11","2020-11-11T23:11:00","PW","278","JVP","YPB","Blue","6","22","100"
"774","23:12","2020-11-11T23:12:00","RU","454","ZCQ","GHE","Yellow","4","6","10"
"775","23:13","2020-11-11T23:13:00","DZ","735","HXK","JKR","Red","3","17","125"
"776","23:14","2020-11-11T23:14:00","VX","357","YZE","AJU","Orange","2","24","188"
"777","23:15","2020-11-11T23:15:00","ZO","460","KJR","CTM","Indigo","6","18","158"
"778","23:16","2020-11-11T23:16:00","KO","209","ZRA","GKV","Yellow","7","6","95"
"779","23:17","2020-11-11T23:17:00","JF","657","IRM","IYL","Blue","7","7","139"
"780","23:18","2020-11-11T23:18:00","TQ","821","IXN","EDU","Yellow","1","20","116"
"781","23:19","2020-11-11T23:19:00","HS","559","DEM","DWH","Indigo","0","2","58"
"782","23:20","2020-11-11T23:20:00","IL","828","YTF","RYH","Green","4","11","87"
"783","23:21","2020-11-11T23:21:00","MB","380","PTM","NBE","Green","2","7","116"
"784","23:22","2020-11-11T23:22:00","ME","803","LUV","FPE","Blue","1","20","144"
"785","23:23","2020-11-11T23:23:00","AD","629","ACB","RSA","Red","4","17","22"
"786","23:24","2020-11-11T23:24:00","PP","306","EVO","QDS","Green","0","20","164"
"787","23:25","2020-11-11T23:25:00","RG","783","HIC","UZL","Yellow","3","3","97"
"788","23:26","2020-11-11T23:26:00","HQ","808","MCJ","TRG","Green","2","0","170"
"789","23:27","2020-11-11T23:27:00","RE","614","HPP","FFJ","Yellow","7","17","138"
"790","23:28","2020-11-11T23:28:00","KX","215","DFW","AIG","Red","1","6","82"
"791","23:29","2020-11-11T23:29:00","SB","267","LQN","HLL","Green","2","3","145"
"792","23:30","2020-11-11T23:30:00","UY","335","XFA","TJZ","Indigo","4","2","78"
"793","23:31","2020-11-11T23:31:00","MZ","549","KDK","AEX","Red","0","23","148"
"794","23:32","2020-11-11T23:32:00","JK","334","ZHV","ZLB","Red","0","8","151"
"795","23:33","2020-11-11T23:33:00","FN","158","SFS","IFA","Orange","7","0","88"
"796","23:34","2020-11-11T23:34:00","XC","567","XVH","YLQ","Yellow","0","0","106"
"797","23:35","2020-11-11T23:35:00","SC","868","KXN","BJE","Green","0","4","172"
"798","23:36","2020-11-11T23:36:00","IQ","555","ICK","YVX","Indigo","6","4","51"
"799","23:37","2020-11-11T23:37:00","TK","384","PDA","RRA","Orange","2","15","80"
"800","23:38","2020-11-11T23:38:00","JY","184","TPM","SXZ","Orange","6","7","52"
"801","23:39","2020-11-11T23:39:00","QB","686","UGC","GQT","Green","0","15","73"
"802","23:40","2020-11-11T23:40:00","CM","293","HKI","SRB","Indigo","5","4","56"
"803","23:41","2020-11-11T23:41:00","KL","395","UBM","HWJ","Green","7","5","186"
"804","23:42","2020-11-11T23:42:00","EJ","742","PHC","DEJ","Orange","5","16","173"
"805","23:43","2020-11-11T23:43:00","OO","591","PBA","QYS","Blue","2","24","110"
"806","23:44","2020-11-11T23:44:00","NI","515","TWI","CLE","Yellow","6","11","133"
"807","23:45","2020-11-11T23:45:00","QA","184","AFS","CEY","Blue","2","19","104"
"808","23:46","2020-11-11T23:46:00","XO","140","LOO","PSP","Blue","5","15","64"
"809","23:47","2020-11-11T23:47:00","JO","485","KFT","DJK","Green","6","17","110"
"810","23:48","2020-11-11T23:48:00","OX","435","PPG","ZIK","Green","3","17","149"
"811","23:49","2020-11-11T23:49:00","HW","885","AFL","KWJ","Green","5","13","93"
"812","23:50","2020-11-11T23:50:00","MQ","246","NYF","TZA","Blue","2","0","39"
"813","23:51","2020-11-11T23:51:00","KQ","108","YAC","RLL","Orange","3","9","75"
"814","23:52","2020-11-11T23:52:00","KH","659","FJT","BCT","Yellow","1","21","113"
"815","23:53","2020-11-11T23:53:00","EY","737","HER","AAA","Blue","6","9","98"
"816","23:54","2020-11-11T23:54:00","OV","144","BKU","DOV","Yellow","2","20","68"
"817","23:55","2020-11-11T23:55:00","OY","175","QHW","CLY","Blue","5","3","13"
"818","23:56","2020-11-11T23:56:00","SJ","415","JNV","UVE","Orange","0","17","179"
"819","23:57","2020-11-11T23:57:00","JS","137","IMN","MUD","Red","7","9","92"
"820","23:58","2020-11-11T23:58:00","AH","175","QCK","XIC","Blue","1","11","182"
"821","23:59","2020-11-11T23:59:00","LA","526","KTA","YIN","Yellow","3","15","55"
"822","00:00","2020-11-12T00:00:00","DQ","312","PHM","ZAV","Green","5","13","21"
"823","00:01","2020-11-12T00:01:00","QV","590","GXX","WNB","Yellow","2","18","59"
"824","00:02","2020-11-12T00:02:00","WL","220","MYS","AUH","Orange","0","12","97"
"825","00:03","2020-11-12T00:03:00","RM","846","QMU","WQK","Red","5","6","84"
"826","00:04","2020-11-12T00:04:00","MT","731","CDZ","WZP","Green","7","8","108"
"827","00:05","2020-11-12T00:05:00","AN","351","JOO","TKF","Yellow","4","10","189"
"828","00:06","2020-11-12T00:06:00","MW","641","MIL","GMG","Orange","0","5","20"
"829","00:07","2020-11-12T00:07:00","BR","533","BYB","HYU","Yellow","2","1","108"
"830","00:08","2020-11-12T00:08:00","EN","130","GJF","REN","Indigo","2","3","39"
"831","00:09","2020-11-12T00:09:00","LC","169","UHH","DLM","Red","6","3","84"
"832","00:10","2020-11-12T00:10:00","NC","154","SNJ","LTG","Blue","3","24","165"
"833","00:11","2020-11-12T00:11:00","UO","862","ORG","YTP","Orange","6","24","12"
"834","00:12","2020-11-12T00:12:00","AX","206","SKE","CYS","Green","0","20","88"
"835","00:13","2020-11-12T00:13:00","YS","459","FJQ","VKN","Green","3","22","81"
"836","00:14","2020-11-12T00:14:00","QG","666","XXF","SMI","Green","4","13","60"
"837","00:15","2020-11-12T00:15:00","HW","849","CAW","TFH","Orange","2","9","161"
"838","00:16","2020-11-12T00:16:00","FE","627","NIQ","UZO","Indigo","1","19","123"
"839","00:17","2020-11-12T00:17:00","WD","103","PEV","RBJ","Indigo","3","10","110"
"840","00:18","2020-11-12T00:18:00","QE","287","IAL","NBA","Green","6","20","38"
"841","00:19","2020-11-12T00:19:00","ZT","369","SZS","HJA","Green","1","17","8"
"842","00:20","2020-11-12T00:20:00","LT","747","VFF","BTA","Green","5","5","164"
"843","00:21","2020-11-12T00:21:00","UH","580","VPF","UZW","Indigo","5","16","185"
"844","00:22","2020-11-12T00:22:00","TD","281","QOB","PZZ","Blue","1","4","60"
"845","00:23","2020-11-12T00:23:00","PT","473","YDP","MDX","Indigo","6","4","6"
"846","00:24","2020-11-12T00:24:00","ZY","158","PVC","FGL","Indigo","4","10","10"
"847","00:25","2020-11-12T00:25:00","SQ","822","VNJ","QGP","Red","4","22","143"
"848","00:26","2020-11-12T00:26:00","DD","786","WDM","LNB","Blue","7","8","175"
"849","00:27","2020-11-12T00:27:00","DZ","170","EVY","OCW","Indigo","1","1","90"
"850","00:28","2020-11-12T00:28:00","KN","713","KXO","SCZ","Red","2","14","146"
"851","00:29","2020-11-12T00:29:00","AY","530","RYA","MPF","Green","1","10","34"
"852","00:30","2020-11-12T00:30:00","OI","632","GHQ","URC","Indigo","6","16","146"
"853","00:31","2020-11-12T00:31:00","IQ","770","DYS","PBX","Green","4","5","175"
"854","00:32","2020-11-12T00:32:00","FP","809","EWP","ZSA","Yellow","3","18","143"
"855","00:33","2020-11-12T00:33:00","TV","179","YAU","ZER","Indigo","6","2","130"
"856","00:34","2020-11-12T00:34:00","MV","196","QTD","AJL","Orange","6","22","7"
"857","00:35","2020-11-12T00:35:00","ER","133","IGK","KFZ","Blue","7","24","109"
"858","00:36","2020-11-12T00:36:00","TF","705","NSD","CFD","Red","4","9","123"
"859","00:37","2020-11-12T00:37:00","HT","414","HPI","BZQ","Orange","1","9","115"
"860","00:38","2020-11-12T00:38:00","IR","489","MBE","REJ","Blue","4","23","88"
"861","00:39","2020-11-12T00:39:00","RV","776","BOL","YPC","Green","6","17","29"
"862","00:40","2020-11-12T00:40:00","QX","576","DXQ","DDU","Yellow","5","15","12"
"863","00:41","2020-11-12T00:41:00","LS","497","YZU","JDR","Orange","1","14","147"
"864","00:42","2020-11-12T00:42:00","SL","108","FBR","UXN","Blue","4","5","163"
"865","00:43","2020-11-12T00:43:00","ZU","377","WLD","KMZ","Orange","0","3","124"
"866","00:44","2020-11-12T00:44:00","AI","107","ZSL","ODY","Blue","0","14","63"
"867","00:45","2020-11-12T00:45:00","AV","221","YYY","TDV","Green","6","19","143"
"868","00:46","2020-11-12T00:46:00","ZE","336","SGX","BKR","Yellow","7","13","5"
"869","00:47","2020-11-12T00:47:00","CQ","681","BCG","HCC","Green","2","1","49"
"870","00:48","2020-11-12T00:48:00","EK","526","FTF","EZL","Yellow","6","5","84"
"871","00:49","2020-11-12T00:49:00","FM","847","JJG","KYV","Red","3","19","87"
"872","00:50","2020-11-12T00:50:00","ON","614","XPZ","RZT","Blue","6","11","137"
"873","00:51","2020-11-12T00:51:00","SI","153","QFX","VRB","Blue","1","18","35"
"874","00:52","2020-11-12T00:52:00","CQ","368","IHD","LHQ","Blue","2","14","154"
"875","00:53","2020-11-12T00:53:00","WO","479","LVB","XQO","Red","6","4","172"
"876","00:54","2020-11-12T00:54:00","NY","735","NSM","DKX","Red","5","10","73"
"877","00:55","2020-11-12T00:55:00","SA","450","BQT","BKA","Orange","1","14","185"
"878","00:56","2020-11-12T00:56:00","CV","530","NOM","DJQ","Yellow","3","3","187"
"879","00:57","2020-11-12T00:57:00","WK","423","ZNV","ALI","Indigo","1","12","83"
"880","00:58","2020-11-12T00:58:00","DD","508","MSP","YSJ","Orange","6","9","94"
"881","00:59","2020-11-12T00:59:00","EH","114","COY","XRX","Green","7","0","141"
"882","01:00","2020-11-12T01:00:00","JO","534","UYI","ACJ","Red","6","3","147"
"883","01:01","2020-11-12T01:01:00","XF","313","NCN","PAR","Blue","3","6","66"
"884","01:02","2020-11-12T01:02:00","GP","727","FLN","LYG","Yellow","1","14","74"
"885","01:03","2020-11-12T01:03:00","OJ","417","UGE","YUB","Blue","3","9","105"
"886","01:04","2020-11-12T01:04:00","ML","682","RVD","NPB","Yellow","2","3","106"
"887","01:05","2020-11-12T01:05:00","IS","755","QVC","XSZ","Orange","4","22","89"
"888","01:06","2020-11-12T01:06:00","GH","565","FWK","VXB","Red","1","14","102"
"889","01:07","2020-11-12T01:07:00","BB","749","MYC","RSV","Orange","7","10","169"
"890","01:08","2020-11-12T01:08:00","HM","778","MEC","UJW","Orange","7","21","103"
"891","01:09","2020-11-12T01:09:00","XH","623","HRP","CHA","Indigo","7","12","59"
"892","01:10","2020-11-12T01:10:00","OF","706","LBQ","UZC","Yellow","0","14","160"
"893","01:11","2020-11-12T01:11:00","DU","244","EWV","QKE","Yellow","0","13","105"
"894","01:12","2020-11-12T01:12:00","JI","579","GQY","ZWO","Green","4","10","28"
"895","01:13","2020-11-12T01:13:00","JB","550","VXP","SVM","Orange","0","21","0"
"896","01:14","2020-11-12T01:14:00","CW","833","JVS","YNH","Yellow","3","20","143"
"897","01:15","2020-11-12T01:15:00","CP","885","OFP","USL","Green","6","8","86"
"898","01:16","2020-11-12T01:16:00","LV","668","WAM","LPW","Red","7","4","139"
"899","01:17","2020-11-12T01:17:00","XM","611","COE","AEM","Red","6","23","19"
"900","01:18","2020-11-12T01:18:00","NB","347","QGC","BKG","Red","6","9","85"
"901","01:19","2020-11-12T01:19:00","XK","211","GMA","JMR","Orange","0","8","8"
"902","01:20","2020-11-12T01:20:00","QI","334","ZSW","YXY","Yellow","2","5","165"
"903","01:21","2020-11-12T01:21:00","WD","376","RJV","SCH","Green","0","6","119"
"904","01:22","2020-11-12T01:22:00","VO","610","WUG","HFL","Blue","0","6","79"
"905","01:23","2020-11-12T01:23:00","YL","524","YBV","APE","Orange","0","0","172"
"906","01:24","2020-11-12T01:24:00","FQ","844","JTG","SBA","Yellow","2","2","108"
"907","01:25","2020-11-12T01:25:00","BY","631","LLG","JYX","Orange","4","8","104"
"908","01:26","2020-11-12T01:26:00","EG","116","QIN","VWA","Green","2","1","186"
"909","01:27","2020-11-12T01:27:00","VO","381","YAG","VMU","Red","7","18","151"
"910","01:28","2020-11-12T01:28:00","WQ","864","IJJ","AEC","Yellow","0","9","10"
"911","01:29","2020-11-12T01:29:00","TH","653","AIK","JLL","Blue","4","23","45"
"912","01:30","2020-11-12T01:30:00","IN","155","KEB","XOQ","Orange","7","17","47"
"913","01:31","2020-11-12T01:31:00","YB","737","TCH","OZM","Green","6","19","140"
"914","01:32","2020-11-12T01:32:00","OK","385","LVJ","JDA","Yellow","0","16","53"
"915","01:33","2020-11-12T01:33:00","ZM","510","CCU","IBM","Orange","5","17","138"
"916","01:34","2020-11-12T01:34:00","HK","309","WZH","QLN","Green","1","5","69"
"917","01:35","2020-11-12T01:35:00","OI","190","XOR","BVI","Red","3","9","85"
"918","01:36","2020-11-12T01:36:00","AL","639","CCS","TCB","Indigo","7","4","97"
"919","01:37","2020-11-12T01:37:00","VA","766","LYI","XTF","Indigo","7","13","137"
"920","01:38","2020-11-12T01:38:00","ZP","831","ZIU","MNG","Orange","6","10","80"
"921","01:39","2020-11-12T01:39:00","ML","318","NJG","TBW","Red","7","21","22"
"922","01:40","2020-11-12T01:40:00","DM","672","VMS","OJT","Red","1","2","119"
"923","01:41","2020-11-12T01:41:00","CR","888","OWB","ANW","Yellow","3","17","118"
"924","01:42","2020-11-12T01:42:00","SU","633","DPY","CFR","Red","6","11","137"
"925","01:43","2020-11-12T01:43:00","BW","146","SHC","LTE","Red","0","6","34"
"926","01:44","2020-11-12T01:44:00","XV","567","HAG","DVA","Blue","5","15","107"
"927","01:45","2020-11-12T01:45:00","GZ","433","KRE","DDA","Red","3","3","27"
"928","01:46","2020-11-12T01:46:00","JG","814","OTP","VKA","Orange","5","9","1"
"929","01:47","2020-11-12T01:47:00","OI","810","BDJ","CTW","Yellow","2","18","75"
"930","01:48","2020-11-12T01:48:00","XE","142","XRC","DWX","Indigo","7","11","188"
"931","01:49","2020-11-12T01:49:00","CU","231","FTU","AQQ","Blue","1","24","3"
"932","01:50","2020-11-12T01:50:00","DA","423","NVO","VJS","Blue","2","2","106"
"933","01:51","2020-11-12T01:51:00","NF","217","RMY","PDG","Orange","4","15","129"
"934","01:52","2020-11-12T01:52:00","NS","695","HJV","YRZ","Red","3","9","5"
"935","01:53","2020-11-12T01:53:00","JQ","616","KDV","DEG","Blue","4","23","62"
"936","01:54","2020-11-12T01:54:00","HJ","793","WTV","XEB","Red","4","10","58"
"937","01:55","2020-11-12T01:55:00","ND","813","NCR","HLP","Indigo","4","21","35"
"938","01:56","2020-11-12T01:56:00","TM","493","GXG","IBN","Green","6","3","72"
"939","01:57","2020-11-12T01:57:00","QM","798","INB","ZVH","Indigo","2","18","131"
"940","01:58","2020-11-12T01:58:00","VR","816","SJJ","AOB","Yellow","5","19","40"
